time,Vbus(V),Ibus(A),Power(W),Vd+(V),Vd-(V),energy(Wh),temperature(��),,,,,,,
17:06.1,5.0242,0.0132,0.0664,3.041,0.009,,,,,,,,,
17:06.2,5.0241,0.0132,0.0664,0.982,0.008,,,,,,,,,
17:06.3,5.0242,0.0132,0.0665,0.868,0.023,,,,,,,,,
17:06.4,5.0242,0.0132,0.0664,3.054,0.006,,,,,,,,,
17:06.5,5.0241,0.0132,0.0665,3.023,0.008,,,,,,,,,
17:06.6,5.0242,0.0132,0.0664,2.466,0.011,,,,,,,,,
17:06.7,5.0242,0.0132,0.0665,3.052,0.008,,,,,,,,,
17:06.8,5.0241,0.0132,0.0664,3.026,0.026,,,,,,,,,
17:06.9,5.0242,0.0132,0.0664,3.219,0.01,,,,,,,,,
17:07.0,5.0241,0.0132,0.0664,3.038,0.004,0.0479,28,,,,,,,
17:07.1,5.0241,0.0132,0.0664,3.051,0.021,,,,,,,,,
17:07.2,5.0242,0.0132,0.0665,3.037,0.005,,,,,,,,,
17:07.3,5.0241,0.0132,0.0664,3.042,0.009,,,,,,,,,
17:07.4,5.0241,0.0132,0.0664,2.463,0.011,,,,,,,,,
17:07.5,5.0242,0.0132,0.0665,3.025,1.69,,,,,,,,,
17:07.6,5.0242,0.0132,0.0664,3.027,0.025,,,,,,,,,
17:07.7,5.0242,0.0132,0.0664,3.034,0.012,,,,,,,,,
17:07.8,5.0241,0.0132,0.0664,0.619,0.008,,,,,,,,,
17:07.9,5.0241,0.0132,0.0664,3.035,0.007,,,,,,,,,
17:08.0,5.0241,0.0132,0.0664,3.052,0.006,0.048,27.1,,,,,,,
17:08.1,5.0241,0.0132,0.0665,3.034,0.949,,,,,,,,,
17:08.2,5.0242,0.0132,0.0664,3.046,0.663,,,,,,,,,
17:08.3,5.0242,0.0132,0.0664,0.225,0.028,,,,,,,,,
17:08.4,5.0242,0.0132,0.0664,2.463,0.011,,,,,,,,,
17:08.5,5.0242,0.0132,0.0665,3.052,0.014,,,,,,,,,
17:08.6,5.0242,0.0132,0.0664,3.065,0.009,,,,,,,,,
17:08.7,5.0241,0.0132,0.0664,3.185,0.01,,,,,,,,,
17:08.8,5.0241,0.0132,0.0664,1.721,0.006,,,,,,,,,
17:08.9,5.0242,0.0132,0.0664,3.051,0.011,,,,,,,,,
17:09.0,5.0241,0.0132,0.0665,3.046,0.01,0.048,27.5,,,,,,,
17:09.1,5.0241,0.0132,0.0664,3.05,0.007,,,,,,,,,
17:09.2,5.0241,0.0132,0.0664,3.03,0.01,,,,,,,,,
17:09.3,5.0239,0.0132,0.0664,3.063,0.004,,,,,,,,,
17:09.4,5.0242,0.0132,0.0664,3.172,0.006,,,,,,,,,
17:09.5,5.0242,0.0132,0.0664,3.041,0.026,,,,,,,,,
17:09.6,5.0241,0.0132,0.0664,3.04,2.564,,,,,,,,,
17:09.7,5.0241,0.0132,0.0665,3.039,0.036,,,,,,,,,
17:09.8,5.0241,0.0132,0.0664,3.031,0.007,,,,,,,,,
17:09.9,5.0242,0.0132,0.0664,3.035,0.026,,,,,,,,,
17:10.0,5.0241,0.0132,0.0664,3.038,0.017,0.048,27.7,,,,,,,
17:10.1,5.0241,0.0132,0.0664,2.969,0.007,,,,,,,,,
17:10.2,5.0242,0.0132,0.0664,3.033,0.007,,,,,,,,,
17:10.3,5.0241,0.0132,0.0665,3.034,0.005,,,,,,,,,
17:10.4,5.024,0.0132,0.0664,3.035,2.009,,,,,,,,,
17:10.5,5.0241,0.0132,0.0664,3.042,0.007,,,,,,,,,
17:10.6,5.0242,0.0132,0.0665,1.444,0.041,,,,,,,,,
17:10.7,5.0242,0.0132,0.0664,3.05,0.011,,,,,,,,,
17:10.8,5.0241,0.0132,0.0664,3.042,0.022,,,,,,,,,
17:10.9,5.0242,0.0132,0.0664,3.051,0.01,,,,,,,,,
17:11.0,5.0242,0.0132,0.0664,3.269,0.009,0.048,27.2,,,,,,,
17:11.1,5.0242,0.0132,0.0665,3.027,0.007,,,,,,,,,
17:11.2,5.0241,0.0132,0.0664,3.054,0.004,,,,,,,,,
17:11.3,5.0241,0.0132,0.0664,3.048,0.058,,,,,,,,,
17:11.4,5.0242,0.0132,0.0665,3.038,0.133,,,,,,,,,
17:11.5,5.0242,0.0132,0.0664,0.666,0.91,,,,,,,,,
17:11.6,5.0241,0.0132,0.0664,2.106,0.016,,,,,,,,,
17:11.7,5.0242,0.0132,0.0664,3.025,0.004,,,,,,,,,
17:11.8,5.0242,0.0132,0.0664,2.092,0.004,,,,,,,,,
17:11.9,5.0242,0.0132,0.0664,3.036,0.341,,,,,,,,,
17:12.0,5.0241,0.0132,0.0664,3.065,0.004,0.048,28.4,,,,,,,
17:12.1,5.0241,0.0132,0.0664,3.048,1.312,,,,,,,,,
17:12.2,5.0242,0.0132,0.0664,3.021,0.007,,,,,,,,,
17:12.3,5.0241,0.0132,0.0664,3.086,0.005,,,,,,,,,
17:12.4,5.0241,0.0132,0.0664,2.649,0.015,,,,,,,,,
17:12.5,5.0242,0.0132,0.0664,3.041,0.655,,,,,,,,,
17:12.6,5.0242,0.0132,0.0664,3.259,0.007,,,,,,,,,
17:12.7,5.0242,0.0132,0.0664,3.047,0.436,,,,,,,,,
17:12.8,5.0242,0.0132,0.0664,3.041,0.008,,,,,,,,,
17:12.9,5.0242,0.0132,0.0664,3.096,0.018,,,,,,,,,
17:13.0,5.0242,0.0132,0.0664,3,0.005,0.048,27.1,,,,,,,
17:13.1,5.0242,0.0132,0.0664,1.801,0.008,,,,,,,,,
17:13.2,5.0242,0.0132,0.0664,3.019,0.014,,,,,,,,,
17:13.3,5.0243,0.0132,0.0664,3.048,0.004,,,,,,,,,
17:13.4,5.0242,0.0132,0.0664,3.034,0.005,,,,,,,,,
17:13.5,5.0241,0.0132,0.0665,2.622,0.537,,,,,,,,,
17:13.6,5.0241,0.0132,0.0665,3.028,0.009,,,,,,,,,
17:13.7,5.0242,0.0132,0.0664,3.082,0.167,,,,,,,,,
17:13.8,5.0242,0.0132,0.0665,3.026,0.008,,,,,,,,,
17:13.9,5.0242,0.0132,0.0664,3.051,0.008,,,,,,,,,
17:14.0,5.0241,0.0132,0.0664,3.16,0.008,0.0481,27.5,,,,,,,
17:14.1,5.0241,0.0132,0.0664,3.032,0.004,,,,,,,,,
17:14.2,5.0242,0.0132,0.0664,3.047,0.033,,,,,,,,,
17:14.3,5.024,0.0132,0.0664,3.068,0.006,,,,,,,,,
17:14.4,5.0241,0.0132,0.0664,3.027,0.008,,,,,,,,,
17:14.5,5.0242,0.0132,0.0664,3.091,0.005,,,,,,,,,
17:14.6,5.0242,0.0132,0.0664,3.034,0.006,,,,,,,,,
17:14.7,5.0242,0.0132,0.0665,3.04,0.013,,,,,,,,,
17:14.8,5.0241,0.0132,0.0665,0.612,0.667,,,,,,,,,
17:14.9,5.0242,0.0132,0.0665,3.055,0.005,,,,,,,,,
17:15.0,5.0242,0.0132,0.0664,3.06,0.014,0.0481,27.3,,,,,,,
17:15.1,5.0241,0.0132,0.0664,3.019,0.224,,,,,,,,,
17:15.2,5.0241,0.0132,0.0664,3.043,3.048,,,,,,,,,
17:15.3,5.0241,0.0132,0.0664,3.052,0.008,,,,,,,,,
17:15.4,5.0241,0.0132,0.0664,2.468,0.024,,,,,,,,,
17:15.5,5.0241,0.0132,0.0664,3.048,0.04,,,,,,,,,
17:15.6,5.0242,0.0132,0.0664,3.046,0.002,,,,,,,,,
17:15.7,5.0241,0.0132,0.0664,2.438,0.349,,,,,,,,,
17:15.8,5.0242,0.0132,0.0664,3.029,0.004,,,,,,,,,
17:15.9,5.0242,0.0132,0.0664,3.041,0.004,,,,,,,,,
17:16.0,5.0242,0.0132,0.0664,3.042,0.014,0.0481,27.4,,,,,,,
17:16.1,5.0242,0.0132,0.0664,3.051,0.007,,,,,,,,,
17:16.2,5.0242,0.0132,0.0664,3.018,0.006,,,,,,,,,
17:16.3,5.0242,0.0132,0.0664,3.161,1.371,,,,,,,,,
17:16.4,5.0241,0.0132,0.0664,3.084,0.022,,,,,,,,,
17:16.5,5.0241,0.0132,0.0664,2.441,0.029,,,,,,,,,
17:16.6,5.0242,0.0132,0.0664,3.027,0.069,,,,,,,,,
17:16.7,5.0241,0.0132,0.0664,3.03,0.004,,,,,,,,,
17:16.8,5.0241,0.0132,0.0664,3.154,0.007,,,,,,,,,
17:16.9,5.0242,0.0132,0.0664,2.481,0.004,,,,,,,,,
17:17.0,5.0242,0.0132,0.0664,3.051,0.003,0.0481,27.7,,,,,,,
17:17.1,5.0241,0.0132,0.0665,3.05,0.04,,,,,,,,,
17:17.2,5.0242,0.0132,0.0664,3.044,0.005,,,,,,,,,
17:17.3,5.0241,0.0132,0.0664,3.036,0.006,,,,,,,,,
17:17.4,5.0241,0.0132,0.0665,3.081,0.014,,,,,,,,,
17:17.5,5.0242,0.0132,0.0665,3.027,0.006,,,,,,,,,
17:17.6,5.0242,0.0132,0.0665,0.902,0.004,,,,,,,,,
17:17.7,5.0241,0.0133,0.0666,3.047,1.337,,,,,,,,,
17:17.8,5.0241,0.0132,0.0664,3.05,0.01,,,,,,,,,
17:17.9,5.0242,0.0132,0.0664,3.044,0.666,,,,,,,,,
17:18.0,5.0241,0.0132,0.0664,3.022,0.023,0.0481,27.5,,,,,,,
17:18.1,5.0241,0.0132,0.0664,3.037,0.012,,,,,,,,,
17:18.2,5.0242,0.0132,0.0664,2.486,0.004,,,,,,,,,
17:18.3,5.0242,0.0132,0.0665,2.996,0.465,,,,,,,,,
17:18.4,5.0242,0.0132,0.0664,3.21,0.003,,,,,,,,,
17:18.5,5.0242,0.0132,0.0665,3.056,0.005,,,,,,,,,
17:18.6,5.0242,0.0132,0.0664,3.056,0.013,,,,,,,,,
17:18.7,5.0242,0.0132,0.0665,3.255,0.716,,,,,,,,,
17:18.8,5.0242,0.0132,0.0664,3.074,0.07,,,,,,,,,
17:18.9,5.0242,0.0132,0.0664,2.449,0.006,,,,,,,,,
17:19.0,5.0241,0.0132,0.0664,3.088,0.005,0.0482,27.9,,,,,,,
17:19.1,5.0241,0.0132,0.0664,3.063,0.005,,,,,,,,,
17:19.2,5.0241,0.0132,0.0664,3.043,0.005,,,,,,,,,
17:19.3,5.0242,0.0132,0.0664,2.688,0.006,,,,,,,,,
17:19.4,5.0242,0.0132,0.0664,3.047,0.017,,,,,,,,,
17:19.5,5.0242,0.0132,0.0664,3.06,0.009,,,,,,,,,
17:19.6,5.0242,0.0132,0.0664,0.605,2.563,,,,,,,,,
17:19.7,5.0242,0.0132,0.0664,3.051,0.009,,,,,,,,,
17:19.8,5.0242,0.0132,0.0665,3.287,0.008,,,,,,,,,
17:19.9,5.0242,0.0132,0.0664,3.055,0.032,,,,,,,,,
17:20.0,5.0242,0.0132,0.0664,3.045,2.636,0.0482,27.3,,,,,,,
17:20.1,5.0242,0.0132,0.0664,3.027,0.01,,,,,,,,,
17:20.2,5.0242,0.0132,0.0664,3.047,0.013,,,,,,,,,
17:20.3,5.0242,0.0132,0.0664,3.057,0.038,,,,,,,,,
17:20.4,5.0241,0.0132,0.0664,3.184,0.06,,,,,,,,,
17:20.5,5.0241,0.0132,0.0664,3.029,0.015,,,,,,,,,
17:20.6,5.0242,0.0132,0.0664,3.051,0.022,,,,,,,,,
17:20.7,5.0242,0.0132,0.0665,3.071,0.006,,,,,,,,,
17:20.8,5.0242,0.0132,0.0665,3.259,0.005,,,,,,,,,
17:20.9,5.0242,0.0132,0.0664,3.041,0.009,,,,,,,,,
17:21.0,5.0241,0.0132,0.0665,3.048,0.015,0.0482,28.2,,,,,,,
17:21.1,5.0242,0.0132,0.0665,3.037,2.555,,,,,,,,,
17:21.2,5.0242,0.0132,0.0664,3.038,0.006,,,,,,,,,
17:21.3,5.0242,0.0132,0.0664,3.029,0.022,,,,,,,,,
17:21.4,5.0242,0.0132,0.0665,2.458,0.007,,,,,,,,,
17:21.5,5.0242,0.0132,0.0665,3.038,0.004,,,,,,,,,
17:21.6,5.0241,0.0132,0.0664,3.071,2.262,,,,,,,,,
17:21.7,5.0241,0.0132,0.0664,3.049,0.621,,,,,,,,,
17:21.8,5.0242,0.0132,0.0664,3.037,0.642,,,,,,,,,
17:21.9,5.0241,0.0132,0.0664,0.618,0.021,,,,,,,,,
17:22.0,5.0242,0.0132,0.0665,3.046,0.644,0.0482,27.6,,,,,,,
17:22.1,5.0242,0.0132,0.0664,3.064,0.005,,,,,,,,,
17:22.2,5.0242,0.0133,0.0666,3.063,0.012,,,,,,,,,
17:22.3,5.0242,0.0133,0.0666,3.055,0.006,,,,,,,,,
17:22.4,5.0242,0.0132,0.0665,3.054,0.007,,,,,,,,,
17:22.5,5.024,0.0132,0.0665,3.046,0.01,,,,,,,,,
17:22.6,5.0242,0.0132,0.0664,3.044,0.604,,,,,,,,,
17:22.7,5.0242,0.0132,0.0664,3.043,0.007,,,,,,,,,
17:22.8,5.0242,0.0132,0.0666,3.023,0.03,,,,,,,,,
17:22.9,5.0242,0.0132,0.0665,0.841,0.665,,,,,,,,,
17:23.0,5.0241,0.0132,0.0664,3.076,0.007,0.0482,27.5,,,,,,,
17:23.1,5.0242,0.0132,0.0664,2.992,0.008,,,,,,,,,
17:23.2,5.0242,0.0132,0.0664,0.718,0.004,,,,,,,,,
17:23.3,5.0241,0.0132,0.0665,3.049,0.133,,,,,,,,,
17:23.4,5.0242,0.0132,0.0665,3.05,0.574,,,,,,,,,
17:23.5,5.0241,0.0132,0.0664,3.053,0.011,,,,,,,,,
17:23.6,5.0241,0.0132,0.0665,3.035,0.009,,,,,,,,,
17:23.7,5.0242,0.0132,0.0665,3.21,0.006,,,,,,,,,
17:23.8,5.0242,0.0132,0.0664,3.124,0.01,,,,,,,,,
17:23.9,5.0241,0.0132,0.0664,3.066,0.011,,,,,,,,,
17:24.0,5.0242,0.0132,0.0665,3.027,0.004,0.0482,27.5,,,,,,,
17:24.1,5.0242,0.0133,0.0666,3.043,2.463,,,,,,,,,
17:24.2,5.0241,0.0132,0.0665,2.536,0.014,,,,,,,,,
17:24.3,5.0241,0.0132,0.0664,3.054,0.009,,,,,,,,,
17:24.4,5.0241,0.0132,0.0664,3.042,0.088,,,,,,,,,
17:24.5,5.0242,0.0132,0.0664,3.142,0.005,,,,,,,,,
17:24.6,5.0242,0.0132,0.0664,1.569,0.005,,,,,,,,,
17:24.7,5.0241,0.0132,0.0664,3.085,0.007,,,,,,,,,
17:24.8,5.0241,0.0132,0.0664,3.021,2.357,,,,,,,,,
17:24.9,5.0241,0.0132,0.0664,3.043,0.023,,,,,,,,,
17:25.0,5.0242,0.0132,0.0665,2.458,0.007,0.0483,28.1,,,,,,,
17:25.1,5.0241,0.0132,0.0665,2.539,0.006,,,,,,,,,
17:25.2,5.0242,0.0133,0.0666,3.043,0.002,,,,,,,,,
17:25.3,5.0241,0.0132,0.0665,3.043,0.553,,,,,,,,,
17:25.4,5.0241,0.0132,0.0665,0.668,0.006,,,,,,,,,
17:25.5,5.0241,0.0132,0.0665,2.768,0.005,,,,,,,,,
17:25.6,5.0241,0.0132,0.0664,3.043,0.012,,,,,,,,,
17:25.7,5.0242,0.0132,0.0665,3.042,2.653,,,,,,,,,
17:25.8,5.0241,0.0132,0.0664,3.016,2.53,,,,,,,,,
17:25.9,5.0241,0.0132,0.0664,1.74,0.012,,,,,,,,,
17:26.0,5.0241,0.0132,0.0664,0.61,1.582,0.0483,28.3,,,,,,,
17:26.1,5.0241,0.0133,0.0667,2.906,0.015,,,,,,,,,
17:26.2,5.0241,0.0133,0.067,3.054,0.014,,,,,,,,,
17:26.3,5.0241,0.0134,0.0673,3.093,0.004,,,,,,,,,
17:26.4,5.0241,0.0134,0.0672,3.045,0.008,,,,,,,,,
17:26.5,5.0242,0.0133,0.0671,3.04,0.354,,,,,,,,,
17:26.6,5.0242,0.0133,0.0671,3.061,0.021,,,,,,,,,
17:26.7,5.0242,0.0133,0.0671,3.039,0.51,,,,,,,,,
17:26.8,5.0242,0.0134,0.0672,3.044,0.004,,,,,,,,,
17:26.9,5.0242,0.0133,0.067,3.039,0.003,,,,,,,,,
17:27.0,5.0242,0.0133,0.067,3.024,0.006,0.0483,26.9,,,,,,,
17:27.1,5.0242,0.0133,0.067,2.578,0.005,,,,,,,,,
17:27.2,5.0242,0.0133,0.0669,3.065,0.008,,,,,,,,,
17:27.3,5.0242,0.0133,0.0667,3.05,2.11,,,,,,,,,
17:27.4,5.0242,0.0133,0.0666,3.037,0.006,,,,,,,,,
17:27.5,5.0241,0.0132,0.0665,0.376,0.011,,,,,,,,,
17:27.6,5.0241,0.0132,0.0665,2.947,0.009,,,,,,,,,
17:27.7,5.0242,0.0132,0.0664,3.059,0.004,,,,,,,,,
17:27.8,5.0242,0.0132,0.0664,3.05,0.024,,,,,,,,,
17:27.9,5.0241,0.0132,0.0664,3.038,0.005,,,,,,,,,
17:28.0,5.0242,0.0132,0.0665,3.008,0.008,0.0483,27.1,,,,,,,
17:28.1,5.0241,0.0132,0.0664,3.052,2.509,,,,,,,,,
17:28.2,5.0241,0.0132,0.0664,3.05,0.006,,,,,,,,,
17:28.3,5.0242,0.0132,0.0664,3.039,0.034,,,,,,,,,
17:28.4,5.0242,0.0132,0.0665,1.813,0.042,,,,,,,,,
17:28.5,5.0241,0.0132,0.0664,3.054,0.005,,,,,,,,,
17:28.6,5.0242,0.0132,0.0664,3.044,0.007,,,,,,,,,
17:28.7,5.0242,0.0132,0.0664,2.475,0.005,,,,,,,,,
17:28.8,5.0241,0.0132,0.0664,3.047,0.011,,,,,,,,,
17:28.9,5.0242,0.0132,0.0665,3.042,0.276,,,,,,,,,
17:29.0,5.0242,0.0132,0.0665,3.027,0.005,0.0483,27.7,,,,,,,
17:29.1,5.024,0.0132,0.0664,3.045,0.36,,,,,,,,,
17:29.2,5.0241,0.0132,0.0665,3.287,0.023,,,,,,,,,
17:29.3,5.0242,0.0132,0.0664,3.047,0.096,,,,,,,,,
17:29.4,5.0242,0.0132,0.0664,3.064,0.008,,,,,,,,,
17:29.5,5.0241,0.0132,0.0664,3.028,0.012,,,,,,,,,
17:29.6,5.0242,0.0132,0.0664,3.045,0.008,,,,,,,,,
17:29.7,5.0242,0.0132,0.0665,3.05,2.098,,,,,,,,,
17:29.8,5.0242,0.0132,0.0666,3.039,0.279,,,,,,,,,
17:29.9,5.0242,0.0132,0.0665,3.085,0.004,,,,,,,,,
17:30.0,5.0241,0.0132,0.0665,3.056,0.009,0.0484,28.5,,,,,,,
17:30.1,5.0241,0.0132,0.0664,3.034,0.004,,,,,,,,,
17:30.2,5.0242,0.0132,0.0664,3.02,3.205,,,,,,,,,
17:30.3,5.0241,0.0132,0.0664,2.45,0.013,,,,,,,,,
17:30.4,5.0241,0.0132,0.0664,3.02,0.004,,,,,,,,,
17:30.5,5.0242,0.0132,0.0664,3.039,0.004,,,,,,,,,
17:30.6,5.0242,0.0132,0.0664,3.056,0.025,,,,,,,,,
17:30.7,5.0241,0.0132,0.0664,3.043,0.495,,,,,,,,,
17:30.8,5.0242,0.0132,0.0664,3.039,0.01,,,,,,,,,
17:30.9,5.0242,0.0132,0.0664,3.046,0.02,,,,,,,,,
17:31.0,5.0242,0.0132,0.0664,3.039,2.592,0.0484,27.2,,,,,,,
17:31.1,5.0242,0.0132,0.0665,3.021,0.004,,,,,,,,,
17:31.2,5.0242,0.0132,0.0664,2.52,0.02,,,,,,,,,
17:31.3,5.0242,0.0132,0.0664,3.043,0.008,,,,,,,,,
17:31.4,5.0242,0.0132,0.0664,3.05,0.003,,,,,,,,,
17:31.5,5.0242,0.0132,0.0664,3.052,0.008,,,,,,,,,
17:31.6,5.0242,0.0132,0.0664,2.1,0.015,,,,,,,,,
17:31.7,5.0241,0.0132,0.0664,3.05,0.004,,,,,,,,,
17:31.8,5.0242,0.0132,0.0664,3.035,0.004,,,,,,,,,
17:31.9,5.0242,0.0132,0.0664,0.896,0.028,,,,,,,,,
17:32.0,5.0242,0.0132,0.0664,3.094,0.013,0.0484,27.8,,,,,,,
17:32.1,5.0242,0.0132,0.0664,3.024,0.006,,,,,,,,,
17:32.2,5.0241,0.0132,0.0664,3.056,0.012,,,,,,,,,
17:32.3,5.0241,0.0133,0.0666,3.055,0.026,,,,,,,,,
17:32.4,5.0242,0.0132,0.0664,3.042,0.538,,,,,,,,,
17:32.5,5.0241,0.0132,0.0664,3.018,0.044,,,,,,,,,
17:32.6,5.0242,0.0132,0.0664,3.065,0.003,,,,,,,,,
17:32.7,5.0241,0.0132,0.0664,3.054,2.937,,,,,,,,,
17:32.8,5.0242,0.0132,0.0664,0.697,0.012,,,,,,,,,
17:32.9,5.0242,0.0132,0.0665,3.226,0.015,,,,,,,,,
17:33.0,5.0241,0.0132,0.0664,3.025,0.005,0.0484,27.1,,,,,,,
17:33.1,5.0242,0.0132,0.0664,3.058,0.015,,,,,,,,,
17:33.2,5.0242,0.0132,0.0666,2.6,0.022,,,,,,,,,
17:33.3,5.0241,0.0133,0.0666,3.052,0.005,,,,,,,,,
17:33.4,5.0241,0.0132,0.0665,3.035,0.003,,,,,,,,,
17:33.5,5.0242,0.0132,0.0665,3.047,0.013,,,,,,,,,
17:33.6,5.0242,0.0132,0.0664,3.071,0.005,,,,,,,,,
17:33.7,5.0242,0.0132,0.0664,3.044,0.008,,,,,,,,,
17:33.8,5.0242,0.0132,0.0664,3.028,0.011,,,,,,,,,
17:33.9,5.0242,0.0132,0.0665,3.033,0.011,,,,,,,,,
17:34.0,5.0242,0.0132,0.0664,3.088,0.662,0.0484,28.1,,,,,,,
17:34.1,5.0241,0.0132,0.0664,3.036,0.008,,,,,,,,,
17:34.2,5.0241,0.0132,0.0665,3.063,0.022,,,,,,,,,
17:34.3,5.0241,0.0132,0.0664,3.031,0.012,,,,,,,,,
17:34.4,5.0241,0.0132,0.0664,3.043,0.012,,,,,,,,,
17:34.5,5.0241,0.0132,0.0664,3.026,0.008,,,,,,,,,
17:34.6,5.0242,0.0132,0.0664,3.047,2.092,,,,,,,,,
17:34.7,5.0241,0.0132,0.0665,3.057,0.009,,,,,,,,,
17:34.8,5.0241,0.0132,0.0664,3.054,0.076,,,,,,,,,
17:34.9,5.0242,0.0133,0.0666,3.038,0.018,,,,,,,,,
17:35.0,5.0241,0.0133,0.0667,3.037,0.003,0.0485,27.7,,,,,,,
17:35.1,5.0241,0.0133,0.0667,3.067,3.182,,,,,,,,,
17:35.2,5.0241,0.0132,0.0665,1.624,0.013,,,,,,,,,
17:35.3,5.0241,0.0132,0.0664,3.053,0.006,,,,,,,,,
17:35.4,5.0241,0.0132,0.0664,3.048,0.002,,,,,,,,,
17:35.5,5.0241,0.0132,0.0664,2.976,0.011,,,,,,,,,
17:35.6,5.0241,0.0132,0.0664,3.259,0.012,,,,,,,,,
17:35.7,5.0242,0.0132,0.0664,3.033,0.029,,,,,,,,,
17:35.8,5.0242,0.0132,0.0664,3.029,0.004,,,,,,,,,
17:35.9,5.0242,0.0132,0.0664,2.823,0.004,,,,,,,,,
17:36.0,5.0242,0.0132,0.0664,0.666,0.012,0.0485,27.6,,,,,,,
17:36.1,5.0242,0.0132,0.0664,3.038,0.004,,,,,,,,,
17:36.2,5.0242,0.0132,0.0664,3.043,0.007,,,,,,,,,
17:36.3,5.0242,0.0132,0.0664,0.603,2.488,,,,,,,,,
17:36.4,5.0242,0.0132,0.0665,2.65,0.629,,,,,,,,,
17:36.5,5.0242,0.0132,0.0664,3.067,0.299,,,,,,,,,
17:36.6,5.0241,0.0132,0.0664,0.691,0.005,,,,,,,,,
17:36.7,5.0242,0.0132,0.0664,3.042,0.081,,,,,,,,,
17:36.8,5.0242,0.0133,0.0666,0.697,0.011,,,,,,,,,
17:36.9,5.0241,0.0133,0.0666,3.054,0.005,,,,,,,,,
17:37.0,5.0242,0.0132,0.0665,3.039,0.018,0.0485,27.9,,,,,,,
17:37.1,5.0242,0.0132,0.0665,3.263,1.498,,,,,,,,,
17:37.2,5.0241,0.0132,0.0664,3.053,0.935,,,,,,,,,
17:37.3,5.0241,0.0132,0.0664,3.03,0.041,,,,,,,,,
17:37.4,5.0242,0.0132,0.0664,3.037,0.006,,,,,,,,,
17:37.5,5.0242,0.0132,0.0664,3.024,0.003,,,,,,,,,
17:37.6,5.0242,0.0132,0.0665,2.217,0.014,,,,,,,,,
17:37.7,5.0241,0.0132,0.0665,3.037,0.005,,,,,,,,,
17:37.8,5.0241,0.0132,0.0665,3.04,0.007,,,,,,,,,
17:37.9,5.0242,0.0132,0.0664,2.477,0.255,,,,,,,,,
17:38.0,5.0241,0.0132,0.0665,3.017,0.662,0.0485,27.4,,,,,,,
17:38.1,5.0241,0.0132,0.0665,3.05,0.016,,,,,,,,,
17:38.2,5.0242,0.0132,0.0665,3.029,0.005,,,,,,,,,
17:38.3,5.0242,0.0132,0.0665,2.447,0.008,,,,,,,,,
17:38.4,5.0242,0.0132,0.0665,3.006,0.005,,,,,,,,,
17:38.5,5.0242,0.0132,0.0664,3.039,1.599,,,,,,,,,
17:38.6,5.0242,0.0132,0.0664,3.05,0.014,,,,,,,,,
17:38.7,5.0241,0.0132,0.0664,0.6,0.928,,,,,,,,,
17:38.8,5.0242,0.0132,0.0664,3.041,3.093,,,,,,,,,
17:38.9,5.0242,0.0132,0.0664,3.057,0.015,,,,,,,,,
17:39.0,5.0242,0.0132,0.0664,3.024,0.019,0.0485,27.3,,,,,,,
17:39.1,5.024,0.0132,0.0665,3.037,0.011,,,,,,,,,
17:39.2,5.024,0.0133,0.0666,3.046,0.008,,,,,,,,,
17:39.3,5.0242,0.0133,0.0667,3.045,0.076,,,,,,,,,
17:39.4,5.0242,0.0133,0.0667,2.207,0.031,,,,,,,,,
17:39.5,5.0242,0.0133,0.0666,2.074,3.049,,,,,,,,,
17:39.6,5.0242,0.0133,0.0666,3.04,0.008,,,,,,,,,
17:39.7,5.0241,0.0132,0.0665,3.028,0.015,,,,,,,,,
17:39.8,5.0242,0.0132,0.0665,3.024,0.003,,,,,,,,,
17:39.9,5.0242,0.0132,0.0664,2.444,3.176,,,,,,,,,
17:40.0,5.0241,0.0132,0.0664,3.044,0.01,0.0485,27.4,,,,,,,
17:40.1,5.0241,0.0132,0.0664,3.038,0.005,,,,,,,,,
17:40.2,5.0242,0.0132,0.0665,3.043,0.013,,,,,,,,,
17:40.3,5.0242,0.0132,0.0664,3.068,0.019,,,,,,,,,
17:40.4,5.0242,0.0132,0.0664,3.043,0.012,,,,,,,,,
17:40.5,5.0242,0.0132,0.0665,3.033,0.013,,,,,,,,,
17:40.6,5.0242,0.0132,0.0666,0.97,0.01,,,,,,,,,
17:40.7,5.0242,0.0132,0.0664,3.026,0.005,,,,,,,,,
17:40.8,5.0242,0.0132,0.0664,3.06,0.009,,,,,,,,,
17:40.9,5.0241,0.0132,0.0664,3.046,0.008,,,,,,,,,
17:41.0,5.0242,0.0132,0.0664,3.046,2.163,0.0486,27.2,,,,,,,
17:41.1,5.0242,0.0132,0.0664,3.169,0.029,,,,,,,,,
17:41.2,5.0241,0.0132,0.0664,0.625,0.018,,,,,,,,,
17:41.3,5.0242,0.0132,0.0664,2.926,0.636,,,,,,,,,
17:41.4,5.0242,0.0132,0.0664,3.032,0.006,,,,,,,,,
17:41.5,5.0241,0.0132,0.0664,3.029,0.003,,,,,,,,,
17:41.6,5.0242,0.0132,0.0664,3.021,0.058,,,,,,,,,
17:41.7,5.0241,0.0132,0.0664,3.044,0.811,,,,,,,,,
17:41.8,5.0242,0.0132,0.0664,3.047,0.005,,,,,,,,,
17:41.9,5.0242,0.0132,0.0664,3.043,0.007,,,,,,,,,
17:42.0,5.0242,0.0132,0.0664,3.074,0.033,0.0486,27.1,,,,,,,
